Lahan Parkir,Kamar Tidur,Kamar Mandi,Luas Bangunan,Luas Tanah,Harga,Harga (Juta Rupiah)
0.0,2.0,1.0,42.0,89.0,1190000000,1190.0
1.0,3.0,2.0,80.0,72.0,1050000000,1050.0
2.0,2.0,1.0,100.0,240.0,2400000000,2400.0
4.0,5.0,3.0,237.0,256.0,3150000000,3150.0
1.0,4.0,2.0,110.0,168.0,2100000000,2100.0
2.0,3.0,3.0,98.0,107.0,1300000000,1300.0
1.0,5.0,4.0,150.0,142.0,2650000000,2650.0
0.0,3.0,2.0,108.0,90.0,900000000,900.0
2.0,4.0,3.0,202.0,109.0,1985000000,1985.0
1.0,2.0,1.0,50.0,72.0,775000000,775.0
0.0,6.0,4.0,180.0,100.0,1200000000,1200.0
0.0,5.0,3.0,200.0,150.0,2200000000,2200.0
0.0,2.0,2.0,69.0,60.0,768900000,768.9
2.0,9.0,2.0,300.0,150.0,1450000000,1450.0
0.0,2.0,1.0,130.0,80.0,1800000000,1800.0
0.0,2.0,1.0,36.0,60.0,173500000,173.5
0.0,5.0,3.0,237.0,256.0,3150000000,3150.0
0.0,4.0,3.0,202.0,109.0,2250000000,2250.0
0.0,7.0,4.0,250.0,239.0,3500000000,3500.0
0.0,2.0,1.0,62.0,37.0,171000000,171.0
0.0,3.0,3.0,80.0,90.0,700000000,700.0
1.0,3.0,2.0,73.0,71.0,730000300,730.0
2.0,4.0,3.0,203.0,151.0,1550000000,1550.0
0.0,3.0,2.0,90.0,104.0,850000000,850.0
1.0,3.0,3.0,90.0,84.0,1175000000,1175.0
20.0,3.0,2.0,90.0,104.0,849000000,849.0
0.0,5.0,3.0,256.0,237.0,2900000000,2900.0
2.0,5.0,5.0,223.0,248.0,3200000000,3200.0
3.0,4.0,2.0,200.0,120.0,1500000000,1500.0
0.0,4.0,3.0,202.0,109.0,2450000000,2450.0
2.0,3.0,3.0,200.0,200.0,2500000000,2500.0
0.0,3.0,1.0,60.0,96.0,800000000,800.0
1.0,4.0,2.0,90.0,90.0,1200000000,1200.0
2.0,5.0,3.0,240.0,174.0,1950000000,1950.0
0.0,4.0,3.0,242.0,121.0,1100000000,1100.0
0.0,5.0,3.0,205.0,168.0,1800000000,1800.0
0.0,3.0,5.0,240.0,157.0,3200000000,3200.0
2.0,3.0,3.0,108.0,108.0,1350000000,1350.0
0.0,4.0,2.0,130.0,232.0,1650000000,1650.0
0.0,4.0,3.0,160.0,126.0,2150000000,2150.0
0.0,5.0,3.0,180.0,268.0,3500000000,3500.0
0.0,5.0,3.0,320.0,280.0,2950000000,2950.0
1.0,3.0,2.0,71.0,71.0,730000000,730.0
1.0,3.0,3.0,91.0,107.0,1300000000,1300.0
0.0,4.0,3.0,220.0,256.0,2900000000,2900.0
2.0,4.0,4.0,310.0,270.0,3300000000,3300.0
2.0,4.0,2.0,150.0,118.0,2200000000,2200.0
2.0,3.0,1.0,93.0,137.0,800000000,800.0
1.0,5.0,2.0,130.0,140.0,430000000,430.0
0.0,2.0,1.0,30.0,40.0,145000000,145.0
1.0,3.0,1.0,100.0,75.0,700000000,700.0
1.0,4.0,3.0,140.0,108.0,1250000000,1250.0
0.0,5.0,2.0,160.0,90.0,1100000000,1100.0
0.0,2.0,1.0,60.0,90.0,275000000,275.0
0.0,3.0,1.0,60.0,198.0,1400000000,1400.0
2.0,3.0,3.0,120.0,105.0,1500000000,1500.0
0.0,4.0,3.0,202.0,109.0,1985000000,1985.0
0.0,1.0,1.0,50.0,90.0,698000000,698.0
2.0,5.0,3.0,320.0,280.0,3000000000,3000.0
1.0,5.0,2.0,150.0,120.0,995000000,995.0
0.0,2.0,2.0,136.0,98.0,1250000000,1250.0
2.0,3.0,2.0,115.0,135.0,1750000000,1750.0
2.0,3.0,2.0,130.0,108.0,995000000,995.0
2.0,3.0,3.0,188.0,120.0,1575000000,1575.0
0.0,2.0,2.0,60.0,66.0,693000000,693.0
1.0,2.0,1.0,50.0,97.0,1000000000,1000.0
1.0,3.0,3.0,100.0,80.0,1350000000,1350.0
0.0,3.0,3.0,194.0,112.0,849000000,849.0
0.0,4.0,3.0,190.0,112.0,1195000000,1195.0
1.0,5.0,4.0,150.0,308.0,2600000000,2600.0
0.0,3.0,2.0,100.0,115.0,1395000000,1395.0
1.0,2.0,2.0,72.0,50.0,980000000,980.0
30.0,2.0,1.0,70.0,108.0,1050000000,1050.0
0.0,2.0,2.0,68.0,97.0,780000000,780.0
0.0,3.0,2.0,160.0,80.0,1400000000,1400.0
0.0,6.0,3.0,450.0,400.0,3000000000,3000.0
0.0,2.0,2.0,50.0,61.0,490000000,490.0
0.0,4.0,3.0,144.0,275.0,1250000000,1250.0
0.0,4.0,4.0,125.0,83.0,1949842175,1949.84
0.0,3.0,2.0,84.0,86.0,1300000000,1300.0
0.0,5.0,4.0,244.0,150.0,2100000000,2100.0
1.0,4.0,4.0,220.0,140.0,1650000000,1650.0
0.0,4.0,3.0,200.0,144.0,1300000000,1300.0
1.0,2.0,2.0,50.0,72.0,1200000000,1200.0
0.0,4.0,3.0,275.0,144.0,1250000000,1250.0
0.0,5.0,2.0,120.0,90.0,849000000,849.0
0.0,3.0,2.0,70.0,168.0,1400000000,1400.0
0.0,3.0,3.0,65.0,71.0,1200000000,1200.0
0.0,3.0,2.0,72.0,142.0,1800000000,1800.0
2.0,4.0,3.0,212.0,256.0,2900000000,2900.0
0.0,1.0,2.0,170.0,90.0,2800000000,2800.0
2.0,4.0,4.0,155.0,120.0,1350000000,1350.0
0.0,3.0,2.0,150.0,99.0,1100000000,1100.0
0.0,1.0,1.0,55.0,90.0,750000000,750.0
1.0,2.0,1.0,50.0,102.0,1100000000,1100.0
30.0,3.0,2.0,120.0,170.0,1290000000,1290.0
0.0,3.0,2.0,120.0,170.0,1250000000,1250.0
0.0,2.0,2.0,75.0,112.0,875000000,875.0
0.0,5.0,3.0,180.0,240.0,2200000000,2200.0
1.0,4.0,1.0,120.0,64.0,525000000,525.0
2.0,4.0,4.0,143.0,93.0,1900000000,1900.0
0.0,4.0,3.0,240.0,156.0,1800000000,1800.0
0.0,5.0,5.0,250.0,192.0,1800000000,1800.0
1.0,4.0,2.0,250.0,121.0,1300000000,1300.0
0.0,3.0,3.0,120.0,105.0,1500000000,1500.0
30.0,3.0,2.0,94.0,104.0,815000000,815.0
0.0,3.0,3.0,136.0,98.0,1450000000,1450.0
2.0,3.0,3.0,140.0,108.0,1250000000,1250.0
1.0,3.0,3.0,105.0,93.0,1600000000,1600.0
1.0,2.0,1.0,120.0,72.0,450000000,450.0
1.0,2.0,2.0,115.0,128.0,947000000,947.0
2.0,3.0,3.0,140.0,169.0,2100000000,2100.0
0.0,2.0,1.0,120.0,72.0,475000000,475.0
1.0,3.0,2.0,83.0,86.0,1350000000,1350.0
1.0,3.0,2.0,83.0,86.0,1300000000,1300.0
2.0,4.0,2.0,150.0,115.0,1600000000,1600.0
2.0,5.0,3.0,120.0,180.0,1700000000,1700.0
0.0,3.0,2.0,140.0,122.0,1900000000,1900.0
0.0,4.0,4.0,250.0,165.0,3450000000,3450.0
0.0,4.0,3.0,200.0,140.0,2600000000,2600.0
0.0,2.0,2.0,50.0,72.0,1100000000,1100.0
1.0,3.0,2.0,101.0,102.0,1150000000,1150.0
1.0,2.0,1.0,55.0,92.0,900000000,900.0
0.0,2.0,2.0,50.0,60.0,590000000,590.0
0.0,2.0,2.0,60.0,72.0,749900000,749.9
1.0,3.0,1.0,150.0,120.0,1450000000,1450.0
0.0,3.0,3.0,105.0,93.0,1650000000,1650.0
0.0,4.0,3.0,275.0,144.0,1650000000,1650.0
0.0,2.0,1.0,30.0,40.0,145000000,145.0
0.0,4.0,3.0,120.0,168.0,2100000000,2100.0
1.0,2.0,2.0,110.0,112.0,1500000000,1500.0
2.0,3.0,2.0,120.0,142.0,1500000000,1500.0
0.0,4.0,3.0,125.0,83.0,1980000000,1980.0
0.0,2.0,2.0,50.0,72.0,1200000000,1200.0
2.0,7.0,4.0,200.0,270.0,1400000000,1400.0
1.0,7.0,5.0,300.0,105.0,2400000000,2400.0
0.0,3.0,2.0,120.0,144.0,1500000000,1500.0
2.0,4.0,2.0,150.0,115.0,1600000000,1600.0
0.0,5.0,3.0,155.0,136.0,1850000000,1850.0
0.0,3.0,2.0,140.0,165.0,1700000000,1700.0
0.0,3.0,3.0,200.0,157.0,3200000000,3200.0
0.0,4.0,2.0,220.0,140.0,1650000000,1650.0
0.0,3.0,2.0,120.0,144.0,1650000000,1650.0
2.0,4.0,2.0,150.0,115.0,1600000000,1600.0
0.0,2.0,2.0,126.0,140.0,950000000,950.0
0.0,3.0,2.0,84.0,84.0,750000000,750.0
1.0,4.0,1.0,86.0,96.0,825000000,825.0
1.0,3.0,3.0,80.0,84.0,1025000000,1025.0
0.0,2.0,2.0,45.0,45.0,479000000,479.0
0.0,2.0,1.0,80.0,107.0,1100000000,1100.0
0.0,3.0,3.0,176.0,136.0,1850000000,1850.0
0.0,4.0,3.0,120.0,74.0,1050000000,1050.0
1.0,5.0,2.0,170.0,189.0,2200000000,2200.0
20.0,2.0,2.0,45.0,50.0,430000000,430.0
1.0,4.0,2.0,115.0,105.0,1000000000,1000.0
3.0,4.0,3.0,147.0,167.0,2400000000,2400.0
1.0,5.0,3.0,236.0,168.0,2400000000,2400.0
0.0,2.0,1.0,50.0,72.0,750000000,750.0
1.0,2.0,1.0,40.0,70.0,785000000,785.0
1.0,2.0,2.0,50.0,72.0,1200000000,1200.0
1.0,7.0,7.0,200.0,215.0,2800000000,2800.0
0.0,3.0,2.0,80.0,89.0,1050000000,1050.0
1.0,4.0,3.0,197.0,230.0,2450000000,2450.0
0.0,3.0,2.0,70.0,104.0,815000000,815.0
0.0,6.0,4.0,300.0,168.0,2500000000,2500.0
2.0,4.0,4.0,140.0,215.0,3250000000,3250.0
1.0,3.0,2.0,260.0,150.0,2400000000,2400.0
0.0,5.0,3.0,135.0,155.0,1850000000,1850.0
0.0,5.0,3.0,155.0,135.0,1849000000,1849.0
2.0,3.0,3.0,160.0,122.0,1650000000,1650.0
1.0,2.0,1.0,72.0,96.0,650000000,650.0
1.0,3.0,1.0,50.0,102.0,1100000000,1100.0
0.0,3.0,1.0,90.0,60.0,575000000,575.0
1.0,2.0,1.0,37.0,84.0,480000000,480.0
0.0,3.0,2.0,1001.0,135.0,1600000000,1600.0
0.0,4.0,3.0,110.0,120.0,1400000000,1400.0
2.0,4.0,2.0,190.0,231.0,1600000000,1600.0
2.0,3.0,3.0,160.0,122.0,1450000000,1450.0
0.0,3.0,1.0,110.0,120.0,1400000000,1400.0
0.0,4.0,2.0,130.0,72.0,790000000,790.0
0.0,2.0,1.0,55.0,90.0,975000000,975.0
0.0,5.0,3.0,260.0,174.0,1800000000,1800.0
1.0,3.0,3.0,80.0,90.0,1450000000,1450.0
0.0,4.0,3.0,225.0,135.0,2000000000,2000.0
0.0,5.0,3.0,180.0,240.0,2500000000,2500.0
0.0,2.0,2.0,60.0,106.0,875000000,875.0
0.0,4.0,2.0,75.0,105.0,875000000,875.0
1.0,3.0,2.0,107.0,90.0,1395000000,1395.0
0.0,2.0,1.0,45.0,72.0,799000000,799.0
0.0,3.0,2.0,100.0,90.0,1250000000,1250.0
1.0,2.0,2.0,45.0,53.0,574000000,574.0
0.0,3.0,1.0,45.0,90.0,950000000,950.0
1.0,3.0,3.0,160.0,126.0,2100000000,2100.0
0.0,2.0,1.0,45.0,72.0,825000000,825.0
0.0,2.0,1.0,50.0,72.0,825000000,825.0
1.0,2.0,1.0,2.0,130.0,1950000000,1950.0
2.0,3.0,2.0,244.0,225.0,3000000000,3000.0
2.0,4.0,3.0,143.0,167.0,2400000000,2400.0
1.0,3.0,2.0,120.0,180.0,1700000000,1700.0
1.0,2.0,2.0,110.0,126.0,995000000,995.0
1.0,3.0,1.0,89.0,127.0,1200000000,1200.0
2.0,6.0,5.0,150.0,308.0,2600000000,2600.0
1.0,2.0,1.0,56.0,73.0,580000000,580.0
2.0,3.0,1.0,60.0,198.0,1400000000,1400.0
1.0,4.0,2.0,140.0,102.0,1400000000,1400.0
0.0,2.0,2.0,61.0,72.0,750000000,750.0
1.0,4.0,1.0,86.0,96.0,850000000,850.0
1.0,2.0,2.0,110.0,120.0,1190000000,1190.0
0.0,11.0,3.0,160.0,120.0,2200000000,2200.0
0.0,3.0,2.0,133.0,149.0,1100000000,1100.0
0.0,4.0,2.0,156.0,78.0,795000000,795.0
0.0,3.0,3.0,98.0,139.0,1500000000,1500.0
0.0,5.0,2.0,140.0,120.0,1700000000,1700.0
0.0,4.0,2.0,200.0,130.0,2700000000,2700.0
0.0,5.0,2.0,100.0,163.0,1500000000,1500.0
1.0,2.0,1.0,80.0,130.0,1950000000,1950.0
1.0,2.0,2.0,80.0,85.0,1205000000,1205.0
0.0,4.0,2.0,90.0,84.0,1999000000,1999.0
0.0,2.0,2.0,60.0,104.0,800000000,800.0
0.0,3.0,3.0,80.0,90.0,775000000,775.0
0.0,7.0,3.0,264.0,194.0,2700000000,2700.0
0.0,4.0,2.0,180.0,97.0,1650000000,1650.0
1.0,3.0,3.0,88.0,90.0,1395000000,1395.0
0.0,3.0,2.0,120.0,98.0,900000000,900.0
0.0,4.0,2.0,100.0,105.0,1900000000,1900.0
0.0,2.0,1.0,70.0,100.0,700000000,700.0
1.0,2.0,2.0,100.0,112.0,1300000000,1300.0
1.0,3.0,2.0,110.0,120.0,1190000000,1190.0
0.0,4.0,3.0,180.0,130.0,1500000000,1500.0
0.0,3.0,3.0,120.0,109.0,1600000000,1600.0
0.0,3.0,3.0,220.0,96.0,1400000000,1400.0
0.0,3.0,1.0,100.0,72.0,695000000,695.0
0.0,3.0,2.0,150.0,105.0,1600000000,1600.0
0.0,3.0,2.0,90.0,113.0,875000000,875.0
0.0,2.0,2.0,70.0,107.0,1350000000,1350.0
0.0,3.0,3.0,100.0,140.0,925000000,925.0
0.0,3.0,2.0,111.0,120.0,1200000000,1200.0
0.0,3.0,2.0,120.0,147.0,1850000000,1850.0
1.0,2.0,2.0,110.0,126.0,1250000000,1250.0
0.0,4.0,3.0,227.0,300.0,2990000000,2990.0
2.0,4.0,4.0,100.0,139.0,1500000000,1500.0
1.0,3.0,2.0,65.0,102.0,960000000,960.0
2.0,5.0,2.0,190.0,231.0,1600000000,1600.0
1.0,4.0,2.0,190.0,231.0,1600000000,1600.0
0.0,5.0,2.0,120.0,105.0,830000000,830.0
0.0,2.0,1.0,49.0,73.0,795000000,795.0
0.0,5.0,2.0,120.0,106.0,830000000,830.0
0.0,5.0,3.0,109.0,242.0,3300000000,3300.0
0.0,3.0,2.0,90.0,105.0,1295000000,1295.0
0.0,4.0,2.0,108.0,240.0,2472000000,2472.0
2.0,4.0,3.0,120.0,68.0,1090000000,1090.0
1.0,2.0,1.0,43.0,72.0,800000000,800.0
0.0,5.0,2.0,187.0,112.0,1475000000,1475.0
0.0,4.0,4.0,143.0,102.0,1900000000,1900.0
0.0,4.0,4.0,165.0,133.0,1890000000,1890.0
0.0,2.0,1.0,50.0,75.0,925000000,925.0
1.0,3.0,3.0,105.0,70.0,1385000000,1385.0
0.0,5.0,2.0,250.0,180.0,2700000000,2700.0
0.0,5.0,3.0,136.0,133.0,850000000,850.0
0.0,4.0,2.0,120.0,168.0,1500000000,1500.0
0.0,9.0,5.0,239.0,181.0,3000000000,3000.0
0.0,8.0,8.0,300.0,200.0,1650000000,1650.0
0.0,4.0,2.0,100.0,168.0,1300000000,1300.0
1.0,3.0,2.0,200.0,120.0,925000000,925.0
1.0,4.0,2.0,170.0,128.0,1500000000,1500.0
1.0,2.0,1.0,60.0,105.0,1400000000,1400.0
1.0,5.0,3.0,240.0,150.0,1800000009,1800.0
1.0,5.0,4.0,120.0,144.0,1750000000,1750.0
0.0,4.0,2.0,100.0,98.0,1100000000,1100.0
2.0,3.0,2.0,100.0,133.0,1500000000,1500.0
0.0,3.0,1.0,84.0,78.0,750000000,750.0
1.0,2.0,1.0,40.0,73.0,475000000,475.0
1.0,3.0,2.0,61.0,91.0,703000000,703.0
2.0,4.0,3.0,125.0,90.0,1985000000,1985.0
2.0,5.0,3.0,220.0,120.0,1700000000,1700.0
2.0,4.0,2.0,190.0,257.0,2500000000,2500.0
1.0,3.0,2.0,93.0,129.0,1700000000,1700.0
1.0,2.0,2.0,50.0,62.0,616000000,616.0
1.0,2.0,2.0,51.0,62.0,715006900,715.01
2.0,3.0,2.0,83.0,86.0,1300000000,1300.0
0.0,4.0,3.0,200.0,140.0,2600000000,2600.0
0.0,4.0,2.0,198.0,120.0,1650000000,1650.0
2.0,5.0,3.0,276.0,183.0,2200000000,2200.0
1.0,4.0,2.0,130.0,169.0,1400000000,1400.0
2.0,2.0,3.0,120.0,150.0,1300000000,1300.0
1.0,3.0,1.0,120.0,168.0,1300000000,1300.0
1.0,3.0,2.0,120.0,180.0,1700000000,1700.0
3.0,3.0,4.0,240.0,305.0,3300000000,3300.0
1.0,3.0,1.0,100.0,122.0,975000000,975.0
2.0,3.0,3.0,200.0,134.0,1500000000,1500.0
2.0,3.0,2.0,120.0,188.0,1620000000,1620.0
1.0,5.0,2.0,150.0,90.0,1099000000,1099.0
1.0,3.0,2.0,120.0,170.0,1290000000,1290.0
0.0,5.0,1.0,90.0,150.0,1490000000,1490.0
1.0,4.0,2.0,120.0,117.0,950000000,950.0
0.0,3.0,2.0,150.0,90.0,1250000000,1250.0
0.0,2.0,2.0,62.0,38.0,550000000,550.0
1.0,3.0,1.0,60.0,198.0,1450000000,1450.0
3.0,4.0,5.0,240.0,305.0,3300000000,3300.0
0.0,4.0,3.0,200.0,315.0,3500000000,3500.0
0.0,6.0,3.0,180.0,90.0,985000000,985.0
0.0,5.0,2.0,180.0,90.0,975000000,975.0
2.0,2.0,1.0,60.0,135.0,699000000,699.0
1.0,3.0,2.0,112.0,67.0,1100000000,1100.0
0.0,4.0,4.0,144.0,96.0,1200000000,1200.0
0.0,3.0,2.0,87.0,78.0,895000000,895.0
0.0,5.0,4.0,154.0,105.0,1650000000,1650.0
0.0,4.0,2.0,150.0,140.0,1300000000,1300.0
0.0,4.0,3.0,115.0,135.0,2000000000,2000.0
0.0,4.0,3.0,197.0,230.0,2400000000,2400.0
0.0,3.0,2.0,100.0,100.0,1375000000,1375.0
0.0,3.0,1.0,100.0,140.0,950000000,950.0
0.0,4.0,2.0,180.0,200.0,1800000000,1800.0
0.0,3.0,2.0,150.0,100.0,1250000000,1250.0
0.0,10.0,5.0,200.0,140.0,1500000000,1500.0
0.0,4.0,2.0,154.0,108.0,1400000000,1400.0
0.0,4.0,2.0,150.0,75.0,975000000,975.0
0.0,10.0,4.0,180.0,90.0,1250000000,1250.0
0.0,3.0,2.0,90.0,137.0,1250000000,1250.0
0.0,2.0,1.0,45.0,120.0,750000000,750.0
1.0,2.0,1.0,45.0,79.0,675000000,675.0
1.0,3.0,2.0,75.0,84.0,865000000,865.0
2.0,3.0,3.0,88.0,108.0,1350000000,1350.0
1.0,2.0,1.0,41.0,100.0,995000000,995.0
1.0,4.0,2.0,120.0,72.0,950000000,950.0
